,0
923,743
924,616
925,1071
926,153
927,577
928,265
929,785
930,1101
931,1067
932,807
933,788
934,864
935,1081
936,201
937,971
938,21
939,1120
940,400
941,344
942,436
943,329
944,267
945,215
946,611
947,543
948,892
949,1047
950,75
951,716
952,835
953,574
954,424
955,812
956,758
957,1095
958,233
959,939
960,271
961,29
962,292
963,471
964,156
965,1173
966,523
967,262
968,625
969,639
970,124
971,191
972,394
973,403
974,527
975,531
976,347
977,296
978,875
979,1084
980,1009
981,703
982,961
983,1001
984,979
985,1018
986,915
987,445
988,405
989,591
990,551
991,204
992,646
993,966
994,60
995,107
996,855
997,617
998,990
999,501
1000,149
1001,119
1002,751
1003,566
1004,749
1005,928
1006,564
1007,779
1008,110
1009,252
1010,67
1011,426
1012,647
1013,982
1014,36
1015,861
1016,232
1017,810
1018,264
1019,138
1020,689
1021,727
1022,242
1023,477
1024,816
1025,155
1026,706
1027,879
1028,544
1029,515
1030,652
1031,1142
1032,877
1033,188
1034,69
1035,82
1036,919
1037,601
1038,747
1039,667
1040,787
1041,648
1042,923
1043,991
1044,748
1045,484
1046,1127
1047,643
1048,1138
1049,460
1050,1102
1051,557
1052,542
1053,756
1054,415
1055,941
1056,1128
1057,308
1058,804
1059,1032
1060,1155
1061,1044
1062,170
1063,1097
1064,732
1065,942
1066,733
1067,975
1068,96
1069,554
1070,354
1071,947
1072,805
1073,362
1074,298
1075,1049
1076,780
1077,1022
1078,767
1079,489
1080,407
1081,624
1082,674
1083,10
1084,600
1085,122
1086,823
1087,776
1088,179
1089,85
1090,522
1091,457
1092,1025
1093,382
1094,1144
1095,986
1096,1010
1097,969
1098,91
1099,483
1100,1026
1101,838
1102,166
1103,364
1104,498
1105,1098
1106,1012
1107,693
1108,702
1109,951
1110,660
1111,276
1112,563
1113,260
1114,596
1115,375
1116,914
1117,973
1118,270
1119,456
1120,136
1121,1170
1122,676
1123,1063
1124,1147
1125,985
1126,762
1127,964
1128,1031
1129,770
1130,936
1131,491
1132,910
1133,342
1134,1090
1135,284
1136,578
1137,131
1138,736
1139,634
1140,581
1141,984
1142,1042
1143,203
1144,500
1145,637
1146,792
1147,929
1148,154
1149,125
1150,23
1151,51
1152,129
1153,333
1154,258
1155,828
1156,24
1157,865
1158,547
1159,123
1160,664
1161,7
1162,79
1163,90
1164,1070
1165,1104
1166,534
1167,831
1168,63
1169,739
1170,1000
1171,306
1172,256
1173,728
1174,750
1175,44
1176,950
1177,582
1178,319
1179,725
0,877
1,616
2,282
3,148
4,1125
5,85
6,991
7,1165
8,217
9,186
10,679
11,549
12,459
13,91
14,323
15,260
16,547
17,879
18,443
19,318
20,868
21,520
22,871
23,905
24,920
25,10
26,344
27,795
28,454
29,41
30,322
31,0
32,599
33,100
34,244
35,437
36,1036
37,962
38,608
39,518
40,127
41,178
42,617
43,791
44,681
45,347
46,827
47,537
48,766
49,484
50,909
51,682
52,656
53,390
54,716
55,130
56,983
57,299
58,1068
59,623
60,620
61,1040
62,428
63,393
64,1094
65,252
66,1092
67,857
68,860
69,462
70,1137
71,573
72,725
73,944
74,373
75,948
76,1060
77,666
78,1004
79,1057
80,700
81,713
82,673
83,199
84,415
85,804
86,6
87,361
88,1058
89,613
90,79
91,345
92,411
93,743
94,391
95,1106
96,26
97,711
98,978
99,1120
100,970
101,1112
102,5
103,994
104,467
105,618
106,1084
107,192
108,60
109,1083
110,337
111,421
112,478
113,368
114,278
115,548
116,74
117,20
118,924
119,1037
120,603
121,33
122,1051
123,408
124,409
125,75
126,969
127,384
128,690
129,522
130,464
131,512
132,899
133,1162
134,2
135,250
136,331
137,47
138,399
139,1156
140,615
141,163
142,675
143,632
144,1081
145,121
146,315
147,1027
148,61
149,262
150,814
151,880
152,173
153,661
154,891
155,401
156,906
157,680
158,722
159,355
160,435
161,959
162,539
163,683
164,607
165,765
166,1048
167,8
168,732
169,591
170,567
171,657
172,579
173,221
174,274
175,55
176,267
177,133
178,715
179,691
180,949
181,901
182,846
183,227
184,67
185,358
186,372
187,535
188,1105
189,71
190,175
191,835
192,265
193,581
194,475
195,189
196,316
197,574
198,987
199,32
200,912
201,768
202,896
203,438
204,1045
205,865
206,610
207,50
208,172
209,655
210,975
211,470
212,1155
213,212
214,1121
215,16
216,594
217,562
218,35
219,614
220,669
221,300
222,740
223,220
224,343
225,1100
226,799
227,451
228,918
229,354
230,850
231,1145
232,474
233,108
234,961
235,664
236,919
237,873
238,422
239,92
240,357
241,645
242,630
243,36
244,651
245,19
246,806
247,455
248,837
249,326
250,936
251,629
252,908
253,306
254,723
255,884
256,550
257,1038
258,197
259,211
260,1107
261,39
262,668
263,828
264,1046
265,57
266,439
267,1159
268,110
269,165
270,4
271,1123
272,841
273,96
274,413
275,383
276,738
277,911
278,695
279,972
280,1158
281,308
282,960
283,22
284,800
285,9
286,914
287,1119
288,314
289,51
290,847
291,66
292,473
293,667
294,753
295,266
296,119
297,216
298,720
299,378
300,724
301,149
302,297
303,27
304,103
305,243
306,1174
307,1142
308,1001
309,302
310,1179
311,1032
312,329
313,941
314,707
315,480
316,228
317,42
318,776
319,1128
320,1049
321,1160
322,1167
323,188
324,802
325,587
326,801
327,289
328,353
329,803
330,179
331,1013
332,264
333,595
334,692
335,58
336,551
337,509
338,751
339,45
340,736
341,999
342,637
343,423
344,1089
345,164
346,417
347,1104
348,201
349,137
350,697
351,305
352,820
353,505
354,296
355,270
356,497
357,525
358,369
359,14
360,536
361,237
362,465
363,273
364,741
365,247
366,569
367,1161
368,973
369,394
370,258
371,786
372,112
373,40
374,333
375,819
376,1095
377,159
378,339
379,123
380,516
381,1086
382,772
383,762
384,73
385,576
386,526
387,198
388,930
389,810
390,794
391,54
392,81
393,185
394,397
395,1010
396,396
397,1177
398,284
399,514
400,338
401,1108
402,298
403,895
404,808
405,557
406,1166
407,928
408,993
409,453
410,689
411,1073
412,82
413,672
414,11
415,360
416,1017
417,1148
418,1111
419,688
420,542
421,565
422,582
423,934
424,781
425,1153
426,476
427,981
428,1079
429,382
430,870
431,622
432,925
433,493
434,892
435,485
436,144
437,30
438,866
439,739
440,568
441,767
442,878
443,374
444,468
445,286
446,963
447,410
448,1070
449,28
450,483
451,376
452,1096
453,671
454,609
455,181
456,78
457,346
458,519
459,598
460,628
461,811
462,530
463,927
464,348
465,1050
466,319
467,888
468,246
469,1020
470,1074
471,701
472,1134
473,829
474,1147
475,761
476,48
477,1150
478,405
479,400
480,760
481,556
482,805
483,735
484,869
485,404
486,239
487,25
488,995
489,907
490,461
491,238
492,83
493,1028
494,174
495,434
496,1033
497,883
498,115
499,996
500,62
501,625
502,769
503,840
504,757
505,204
506,1023
507,166
508,180
509,253
510,633
511,495
512,937
513,719
514,1026
515,65
516,1064
517,812
518,312
519,1101
520,527
521,117
522,134
523,733
524,775
525,1146
526,592
527,1136
528,1173
529,815
530,718
531,826
532,1140
533,861
534,125
535,572
536,851
537,232
538,1097
539,207
540,1042
541,301
542,818
543,1087
544,778
545,521
546,546
547,945
548,143
549,563
550,442
551,341
552,218
553,507
554,280
555,929
556,310
557,756
558,269
559,564
560,44
561,685
562,494
563,498
564,1085
565,224
566,665
567,385
568,817
569,555
570,649
571,1113
572,652
573,874
574,721
575,254
576,1149
577,554
578,183
579,241
580,263
581,742
582,674
583,676
584,636
585,764
586,95
587,268
588,1135
589,233
590,309
591,160
592,486
593,259
594,487
595,503
596,758
597,416
598,856
599,371
600,222
601,531
602,698
603,678
604,99
605,501
606,1176
607,612
608,325
609,1110
610,825
611,1065
612,687
613,229
614,335
615,639
616,210
617,68
618,985
619,1151
620,1090
621,659
622,63
623,107
624,513
625,876
626,1024
627,1109
628,445
629,248
630,624
631,809
632,917
633,458
634,783
635,1133
636,1039
637,140
638,170
639,831
640,94
641,1124
642,287
643,277
644,1003
645,1118
646,792
647,456
648,752
649,426
650,334
651,77
652,589
653,431
654,670
655,663
656,796
657,845
658,116
659,184
660,882
661,105
662,634
663,528
664,898
665,1047
666,352
667,894
668,190
669,933
670,433
671,80
672,712
673,1072
674,641
675,967
676,332
677,979
678,7
679,261
680,488
681,15
682,370
683,446
684,986
685,436
686,101
687,1152
688,330
689,709
690,398
691,541
692,387
693,932
694,1141
695,744
696,867
697,90
698,104
699,784
700,605
701,727
702,538
703,855
704,1102
705,1061
706,292
707,251
708,1029
709,774
710,504
711,1122
712,755
713,748
714,534
715,466
716,858
717,1063
718,593
719,839
720,777
721,340
722,307
723,1041
724,1117
725,824
726,588
727,313
728,452
729,208
730,380
731,545
732,544
733,18
734,388
735,37
736,444
737,754
738,395
739,938
740,150
741,303
742,958
743,113
744,1157
745,988
746,1009
747,964
748,966
749,98
750,419
751,980
752,1014
753,1054
754,788
755,559
756,893
757,710
758,249
759,3
760,86
761,321
762,635
763,830
764,699
765,798
766,49
767,223
768,364
769,897
770,196
771,1035
772,21
773,943
774,770
775,580
776,1052
777,257
778,288
779,219
780,206
781,242
782,1126
783,508
784,122
785,70
786,939
787,708
788,88
789,560
790,490
791,502
792,449
793,848
794,730
795,696
796,842
797,231
798,472
799,543
800,864
801,571
802,951
803,990
804,362
805,585
806,450
807,746
808,834
809,1127
810,469
811,489
812,386
813,566
814,789
815,693
816,290
817,402
818,935
819,1172
820,984
821,838
822,653
823,214
824,606
825,367
826,859
827,705
828,706
829,561
830,209
831,650
832,1178
833,427
834,940
835,523
836,578
837,822
838,1143
839,583
840,1093
841,97
842,737
843,570
844,392
845,590
846,138
847,717
848,279
849,745
850,862
851,974
852,1080
853,1066
854,524
855,640
856,913
857,448
858,496
859,832
860,365
861,852
862,351
863,463
864,790
865,926
866,642
867,704
868,1139
869,151
870,272
871,660
872,230
873,952
874,977
875,529
876,947
877,922
878,152
879,59
880,64
881,611
882,1078
883,195
884,558
885,236
886,500
887,275
888,982
889,1043
890,324
891,418
892,553
893,460
894,1021
895,457
896,350
897,643
898,821
899,1132
900,126
901,662
902,12
903,1163
904,162
905,957
906,118
907,1116
908,646
909,1098
910,1144
911,336
912,843
913,111
914,875
915,294
916,942
917,734
918,72
919,1044
920,226
921,136
922,295
923,34
924,205
925,648
926,1007
927,56
928,440
929,1005
930,780
931,813
932,976
933,356
934,1138
935,644
936,182
937,76
938,654
939,916
940,1012
941,997
942,482
943,177
944,327
945,311
946,499
947,1071
948,729
949,1114
950,575
951,1075
952,1170
953,887
954,552
955,168
956,823
957,293
958,1099
959,375
960,854
961,291
962,881
963,407
964,971
965,1131
966,169
967,420
968,890
969,1088
970,135
971,161
972,702
973,903
974,703
975,84
976,193
977,194
978,989
979,479
980,381
981,749
982,533
983,276
984,1129
985,853
986,87
987,38
988,366
989,694
990,283
991,787
992,658
993,510
994,24
995,921
996,586
997,1000
998,621
999,492
1000,142
1001,114
1002,202
1003,872
1004,403
1005,240
1006,759
1007,1016
1008,863
1009,600
1010,1175
1011,577
1012,131
1013,1062
1014,320
1015,946
1016,429
1017,167
1018,379
1019,731
1020,342
1021,13
1022,317
1023,245
1024,1055
1025,955
1026,46
1027,1018
1028,171
1029,1059
1030,1130
1031,1169
1032,626
1033,602
1034,31
1035,779
1036,782
1037,596
1038,154
1039,844
1040,1103
1041,902
1042,200
1043,23
1044,1168
1045,176
1046,153
1047,604
1048,992
1049,53
1050,1077
1051,619
1052,1056
1053,363
1054,1164
1055,836
1056,631
1057,139
1058,950
1059,833
1060,807
1061,477
1062,1006
1063,1034
1064,771
1065,1154
1066,1002
1067,281
1068,158
1069,441
1070,349
1071,515
1072,146
1073,584
1074,491
1075,52
1076,597
1077,532
1078,109
1079,517
1080,1008
1081,191
1082,1115
1083,1082
1084,432
1085,889
1086,124
1087,213
1088,601
1089,145
1090,187
1091,304
1092,389
1093,965
1094,954
1095,1053
1096,1019
1097,627
1098,726
1099,747
1100,1030
1101,849
1102,43
1103,785
1104,147
1105,425
1106,481
1107,684
1108,69
1109,412
1110,285
1111,728
1112,1015
1113,157
1114,1011
1115,677
1116,540
1117,915
1118,359
1119,714
1120,414
1121,638
1122,1091
1123,797
1124,506
1125,1069
1126,763
1127,511
1128,953
1129,471
1130,424
1131,203
1132,406
1133,968
1134,1
1135,1025
1136,255
1137,430
1138,120
1139,647
1140,225
1141,904
1142,1171
1143,931
1144,910
1145,1076
1146,234
1147,1067
1148,900
1149,886
1150,328
1151,1031
1152,377
1153,93
1154,1022
1155,447
1156,29
1157,773
1158,750
1159,256
1160,155
1161,215
1162,132
1163,816
1164,793
1165,102
1166,129
1167,998
1168,271
1169,128
1170,17
1171,141
1172,106
1173,235
1174,885
1175,923
1176,89
1177,156
1178,956
1179,686
0,545
1,156
2,471
3,1091
4,527
5,173
6,752
7,828
8,805
9,1128
10,139
11,404
12,356
13,127
14,961
15,1109
16,199
17,248
18,771
19,619
20,341
21,730
22,326
23,421
24,158
25,415
26,93
27,1029
28,686
29,561
30,1056
31,148
32,13
33,178
34,510
35,123
36,388
37,190
38,410
39,252
40,793
41,473
42,604
43,1130
44,151
45,218
46,67
47,169
48,134
49,375
50,379
51,855
52,482
53,937
54,978
55,504
56,120
57,359
58,1093
59,225
60,702
61,306
62,970
63,9
64,594
65,368
66,125
67,208
68,26
69,393
70,376
71,778
72,544
73,898
74,221
75,483
76,185
77,823
78,239
79,1151
80,136
81,853
82,179
83,374
84,703
85,516
86,836
87,624
88,70
89,495
90,150
91,37
92,727
93,17
94,295
95,103
96,926
97,890
98,630
99,942
100,913
101,1100
102,1159
103,600
104,422
105,829
106,1012
107,674
108,237
109,316
110,260
111,627
112,108
113,673
114,726
115,699
116,725
117,1027
118,184
119,361
120,841
121,355
122,47
123,450
124,172
125,549
126,854
127,202
128,438
129,701
130,605
131,192
132,442
133,827
134,140
135,1085
136,477
137,831
138,741
139,367
140,880
141,392
142,246
143,94
144,45
145,50
146,1172
147,1080
148,735
149,411
150,226
151,763
152,1113
153,555
154,1136
155,717
156,39
157,945
158,250
159,989
160,66
161,291
162,860
163,119
164,198
165,1141
166,654
167,1022
168,821
169,269
170,895
171,273
172,285
173,230
174,145
175,1088
176,537
177,152
178,417
179,446
180,1041
181,814
182,723
183,280
184,747
185,107
186,309
187,956
188,183
189,500
190,1142
191,21
192,844
193,933
194,457
195,596
196,912
197,638
198,8
199,602
200,344
201,804
202,476
203,861
204,207
205,138
206,334
207,84
208,290
209,1165
210,470
211,302
212,330
213,817
214,1046
215,358
216,205
217,413
218,636
219,877
220,354
221,489
222,340
223,11
224,1045
225,962
226,265
227,243
228,876
229,48
230,1039
231,287
232,914
233,241
234,282
235,25
236,357
237,1090
238,835
239,19
240,87
241,663
242,325
243,560
244,57
245,971
246,224
247,409
248,121
249,1121
250,1161
251,601
252,401
253,399
254,790
255,1127
256,873
257,797
258,130
259,233
260,871
261,581
262,806
263,736
264,750
265,382
266,1094
267,1047
268,111
269,920
270,1082
271,837
272,901
273,142
274,347
275,622
276,271
277,694
278,720
279,418
280,628
281,657
282,679
283,782
284,1163
285,798
286,889
287,391
288,973
289,696
290,1066
291,724
292,1145
293,296
294,761
295,681
296,1155
297,1081
298,968
299,858
300,274
301,181
302,878
303,985
304,1064
305,711
306,572
307,335
308,436
309,232
310,939
311,894
312,12
313,523
314,1179
315,253
316,61
317,533
318,706
319,885
320,433
321,1078
322,1005
323,640
324,776
325,884
326,525
327,610
328,474
329,497
330,74
331,1170
332,988
333,643
334,969
335,490
336,141
337,33
338,175
339,848
340,149
341,881
342,1068
343,930
344,144
345,82
346,89
347,731
348,332
349,227
350,599
351,4
352,75
353,65
354,191
355,611
356,381
357,541
358,760
359,278
360,634
361,498
362,1122
363,660
364,1053
365,161
366,23
367,593
368,662
369,851
370,659
371,712
372,1087
373,563
374,744
375,1152
376,201
377,396
378,621
379,615
380,1044
381,595
382,965
383,734
384,38
385,485
386,819
387,34
388,1107
389,1007
390,349
391,520
392,286
393,794
394,949
395,896
396,369
397,583
398,113
399,656
400,546
401,598
402,556
403,251
404,931
405,588
406,1067
407,60
408,875
409,650
410,503
411,1139
412,941
413,472
414,917
415,1131
416,617
417,799
418,213
419,830
420,423
421,114
422,1048
423,1009
424,299
425,459
426,553
427,680
428,1051
429,769
430,403
431,847
432,405
433,1146
434,882
435,766
436,365
437,452
438,443
439,321
440,918
441,416
442,689
443,903
444,445
445,176
446,905
447,431
448,934
449,122
450,297
451,811
452,953
453,447
454,1137
455,1016
456,1020
457,770
458,1059
459,1132
460,146
461,362
462,215
463,496
464,1089
465,5
466,263
467,43
468,687
469,852
470,76
471,217
472,492
473,110
474,466
475,925
476,1036
477,718
478,551
479,550
480,577
481,512
482,256
483,373
484,336
485,1110
486,774
487,547
488,360
489,772
490,733
491,904
492,911
493,1061
494,906
495,690
496,789
497,648
498,902
499,729
500,257
501,538
502,991
503,658
504,153
505,281
506,868
507,732
508,327
509,566
510,715
511,1021
512,448
513,196
514,42
515,78
516,366
517,240
518,1025
519,529
520,675
521,552
522,294
523,872
524,453
525,36
526,484
527,907
528,1038
529,171
530,307
531,210
532,999
533,883
534,164
535,1120
536,32
537,193
538,700
539,887
540,625
541,182
542,698
543,874
544,557
545,1017
546,188
547,481
548,618
549,1135
550,1176
551,740
552,313
553,1125
554,303
555,79
556,1162
557,950
558,301
559,254
560,795
561,100
562,1072
563,966
564,81
565,350
566,1102
567,10
568,1092
569,1086
570,1076
571,644
572,781
573,870
574,88
575,818
576,652
577,631
578,597
579,713
580,162
581,1026
582,578
583,960
584,53
585,1124
586,759
587,40
588,697
589,958
590,212
591,1115
592,425
593,244
594,426
595,249
596,909
597,323
598,816
599,710
600,1138
601,1156
602,565
603,655
604,1073
605,427
606,535
607,219
608,647
609,1105
610,1002
611,574
612,1150
613,351
614,97
615,928
616,810
617,952
618,499
619,268
620,163
621,616
622,908
623,567
624,288
625,228
626,613
627,543
628,758
629,83
630,90
631,312
632,444
633,430
634,102
635,463
636,592
637,981
638,328
639,14
640,796
641,838
642,1133
643,695
644,1075
645,501
646,1023
647,105
648,1013
649,49
650,479
651,929
652,72
653,846
654,348
655,825
656,637
657,98
658,832
659,927
660,384
661,807
662,582
663,678
664,1157
665,143
666,900
667,339
668,850
669,506
670,177
671,0
672,517
673,536
674,822
675,946
676,247
677,641
678,955
679,96
680,753
681,586
682,629
683,670
684,548
685,571
686,570
687,948
688,168
689,234
690,849
691,992
692,203
693,626
694,910
695,573
696,259
697,80
698,519
699,1175
700,751
701,980
702,424
703,279
704,867
705,402
706,722
707,1178
708,478
709,1043
710,984
711,982
712,195
713,1169
714,1099
715,386
716,614
717,315
718,1
719,449
720,777
721,395
722,214
723,609
724,651
725,684
726,1031
727,245
728,704
729,623
730,682
731,460
732,755
733,585
734,1018
735,505
736,86
737,1123
738,451
739,669
740,412
741,194
742,915
743,866
744,749
745,420
746,92
747,764
748,892
749,1071
750,787
751,166
752,938
753,1084
754,206
755,653
756,1097
757,314
758,432
759,389
760,440
761,716
762,632
763,940
764,1116
765,869
766,137
767,1118
768,739
769,840
770,284
771,101
772,757
773,1050
774,691
775,493
776,1177
777,372
778,73
779,954
780,1032
781,204
782,387
783,397
784,607
785,767
786,380
787,603
788,812
789,1173
790,514
791,1054
792,318
793,1103
794,317
795,580
796,209
797,672
798,128
799,262
800,1062
801,665
802,62
803,255
804,1033
805,1119
806,44
807,783
808,668
809,899
810,983
811,35
812,129
813,456
814,576
815,792
816,331
817,345
818,465
819,528
820,1126
821,322
822,936
823,754
824,1112
825,211
826,857
827,2
828,28
829,346
830,542
831,186
832,1174
833,7
834,800
835,298
836,174
837,554
838,922
839,803
840,1055
841,1001
842,649
843,974
844,464
845,935
846,951
847,480
848,575
849,826
850,1008
851,131
852,469
853,20
854,645
855,1014
856,513
857,266
858,132
859,267
860,824
861,400
862,756
863,394
864,589
865,993
866,370
867,1095
868,1019
869,363
870,1034
871,707
872,437
873,1065
874,337
875,385
876,1114
877,117
878,1057
879,220
880,773
881,398
882,1166
883,530
884,342
885,997
886,569
887,378
888,768
889,990
890,454
891,155
892,310
893,808
894,311
895,1106
896,434
897,924
898,635
899,1010
900,54
901,1098
902,998
903,791
904,584
905,863
906,1063
907,943
908,579
909,223
910,639
911,276
912,236
913,714
914,845
915,562
916,719
917,300
918,165
919,986
920,1030
921,235
922,1060
923,809
924,3
925,333
926,564
927,685
928,439
929,1154
930,258
931,1015
932,428
933,891
934,264
935,886
936,671
937,458
938,467
939,231
940,762
941,944
942,996
943,1144
944,133
945,1024
946,319
947,242
948,216
949,51
950,1003
951,540
952,692
953,1171
954,524
955,52
956,30
957,994
958,364
959,708
960,187
961,487
962,779
963,786
964,1148
965,22
966,502
967,590
968,494
969,959
970,104
971,222
972,664
973,126
974,1079
975,106
976,1070
977,815
978,305
979,407
980,721
981,1011
982,1147
983,748
984,737
985,353
986,441
987,283
988,289
989,1035
990,511
991,977
992,197
993,429
994,1153
995,738
996,784
997,539
998,1083
999,160
1000,843
1001,1117
1002,568
1003,976
1004,606
1005,170
1006,343
1007,839
1008,995
1009,531
1010,1101
1011,746
1012,24
1013,189
1014,200
1015,468
1016,238
1017,147
1018,987
1019,1000
1020,688
1021,406
1022,455
1023,115
1024,1058
1025,41
1026,352
1027,270
1028,1158
1029,1040
1030,975
1031,292
1032,58
1033,1096
1034,324
1035,109
1036,46
1037,1042
1038,709
1039,293
1040,676
1041,261
1042,612
1043,957
1044,1134
1045,1160
1046,1140
1047,91
1048,1143
1049,522
1050,608
1051,813
1052,862
1053,77
1054,591
1055,229
1056,1168
1057,518
1058,879
1059,1077
1060,677
1061,897
1062,916
1063,534
1064,154
1065,1164
1066,859
1067,15
1068,705
1069,745
1070,507
1071,71
1072,693
1073,1111
1074,180
1075,856
1076,85
1077,642
1078,63
1079,320
1080,329
1081,16
1082,558
1083,475
1084,157
1085,1167
1086,923
1087,967
1088,842
1089,1028
1090,1037
1091,29
1092,893
1093,587
1094,1104
1095,521
1096,371
1097,742
1098,788
1099,932
1100,31
1101,167
1102,802
1103,865
1104,56
1105,277
1106,462
1107,833
1108,408
1109,972
1110,728
1111,765
1112,68
1113,775
1114,785
1115,508
1116,559
1117,888
1118,1069
1119,377
1120,116
1121,383
1122,112
1123,1074
1124,69
1125,780
1126,64
1127,633
1128,532
1129,27
1130,661
1131,55
1132,1004
1133,1052
1134,1049
1135,620
1136,683
1137,6
1138,390
1139,99
1140,486
1141,801
1142,963
1143,488
1144,124
1145,509
1146,419
1147,979
1148,1006
1149,491
1150,1129
1151,435
1152,461
1153,272
1154,947
1155,667
1156,820
1157,666
1158,338
1159,18
1160,919
1161,515
1162,526
1163,304
1164,1108
1165,95
1166,864
1167,59
1168,834
1169,921
1170,646
1171,964
1172,135
1173,159
1174,275
1175,414
1176,1149
1177,118
1178,743
1179,308
0,713
1,765
2,978
3,747
4,517
5,86
6,385
7,897
8,1166
9,506
10,57
11,1055
12,113
13,588
14,730
15,1125
16,948
17,431
18,1077
19,795
20,927
21,49
22,499
23,719
24,899
25,565
26,68
27,625
28,990
29,1023
30,677
31,875
32,832
33,1131
34,1063
35,10
36,1081
37,132
38,945
39,283
40,735
41,986
42,1111
43,284
44,873
45,232
46,836
47,50
48,13
49,563
50,770
51,328
52,881
53,1095
54,742
55,618
56,3
57,230
58,622
59,1139
60,532
61,217
62,9
63,712
64,793
65,199
66,118
67,1104
68,818
69,1101
70,359
71,573
72,4
73,140
74,222
75,1025
76,327
77,315
78,344
79,872
80,745
81,161
82,993
83,882
84,1051
85,108
86,1007
87,540
88,438
89,862
90,350
91,319
92,670
93,171
94,1112
95,62
96,597
97,682
98,737
99,544
100,905
101,789
102,555
103,1001
104,938
105,857
106,601
107,758
108,851
109,808
110,698
111,479
112,545
113,1142
114,201
115,1155
116,1116
117,1114
118,1175
119,502
120,88
121,249
122,1060
123,265
124,624
125,852
126,870
127,1115
128,395
129,285
130,1179
131,1016
132,521
133,1082
134,582
135,920
136,983
137,672
138,415
139,250
140,437
141,224
142,33
143,307
144,1061
145,641
146,44
147,635
148,1122
149,664
150,45
151,1059
152,542
153,11
154,48
155,930
156,1133
157,523
158,296
159,621
160,1027
161,174
162,816
163,774
164,281
165,314
166,269
167,389
168,64
169,78
170,819
171,160
172,652
173,428
174,744
175,569
176,1154
177,1069
178,1012
179,90
180,1130
181,299
182,560
183,557
184,581
185,1036
186,937
187,426
188,173
189,998
190,1002
191,1008
192,1098
193,206
194,887
195,1135
196,790
197,469
198,610
199,362
200,271
201,448
202,878
203,1160
204,343
205,912
206,728
207,661
208,16
209,826
210,61
211,467
212,240
213,589
214,367
215,686
216,515
217,339
218,245
219,761
220,258
221,394
222,926
223,977
224,82
225,763
226,893
227,1065
228,80
229,871
230,457
231,921
232,79
233,564
234,924
235,879
236,566
237,612
238,7
239,807
240,828
241,877
242,1057
243,861
244,248
245,1113
246,122
247,474
248,604
249,142
250,504
251,453
252,706
253,1143
254,450
255,312
256,144
257,66
258,91
259,733
260,266
261,678
262,482
263,1178
264,567
265,657
266,357
267,419
268,256
269,659
270,1159
271,65
272,498
273,919
274,162
275,548
276,172
277,375
278,619
279,253
280,1167
281,685
282,805
283,593
284,929
285,646
286,67
287,221
288,354
289,439
290,84
291,200
292,117
293,338
294,778
295,227
296,216
297,534
298,740
299,1120
300,987
301,813
302,336
303,806
304,169
305,935
306,54
307,15
308,961
309,989
310,972
311,1030
312,151
313,1058
314,902
315,493
316,613
317,1165
318,20
319,128
320,412
321,527
322,361
323,247
324,1127
325,533
326,561
327,27
328,114
329,654
330,876
331,1035
332,757
333,175
334,272
335,520
336,219
337,463
338,1
339,629
340,979
341,147
342,303
343,705
344,8
345,833
346,291
347,528
348,955
349,676
350,769
351,481
352,403
353,56
354,1146
355,497
356,1029
357,1177
358,1137
359,754
360,824
361,992
362,1049
363,188
364,777
365,859
366,1149
367,399
368,1096
369,196
370,1134
371,702
372,1087
373,286
374,292
375,70
376,1136
377,36
378,302
379,211
380,43
381,411
382,190
383,332
384,321
385,270
386,511
387,858
388,695
389,1152
390,648
391,346
392,620
393,363
394,649
395,898
396,435
397,643
398,981
399,762
400,976
401,1048
402,802
403,441
404,1000
405,1097
406,126
407,1103
408,318
409,627
410,673
411,123
412,1118
413,2
414,1020
415,72
416,980
417,465
418,700
419,52
420,460
421,996
422,721
423,477
424,1038
425,867
426,105
427,536
428,922
429,400
430,1067
431,137
432,380
433,537
434,153
435,1110
436,943
437,900
438,1009
439,476
440,255
441,773
442,334
443,1148
444,378
445,406
446,831
447,782
448,1085
449,89
450,19
451,562
452,1140
453,1066
454,154
455,911
456,353
457,287
458,464
459,202
460,776
461,550
462,827
463,934
464,854
465,1044
466,704
467,812
468,306
469,592
470,496
471,607
472,519
473,110
474,634
475,960
476,865
477,1005
478,246
479,913
480,968
481,606
482,507
483,896
484,130
485,509
486,772
487,454
488,616
489,1093
490,133
491,129
492,636
493,717
494,885
495,1018
496,518
497,456
498,267
499,991
500,112
501,1176
502,390
503,699
504,669
505,208
506,904
507,155
508,626
509,1150
510,349
511,386
512,869
513,599
514,316
515,768
516,340
517,193
518,692
519,1073
520,888
521,364
522,907
523,849
524,841
525,817
526,183
527,143
528,1056
529,138
530,205
531,103
532,559
533,999
534,512
535,134
536,891
537,1153
538,750
539,988
540,181
541,294
542,709
543,34
544,651
545,6
546,866
547,503
548,75
549,967
550,209
551,792
552,335
553,600
554,1126
555,884
556,280
557,890
558,333
559,675
560,1022
561,305
562,440
563,553
564,860
565,184
566,83
567,442
568,834
569,76
570,120
571,583
572,820
573,835
574,28
575,410
576,574
577,383
578,714
579,345
580,408
581,275
582,38
583,640
584,1019
585,398
586,985
587,931
588,279
589,933
590,952
591,1015
592,603
593,21
594,115
595,941
596,71
597,780
598,1102
599,1091
600,304
601,1003
602,1119
603,218
604,101
605,295
606,595
607,32
608,541
609,958
610,915
611,372
612,149
613,1053
614,746
615,158
616,18
617,771
618,663
619,471
620,1042
621,1032
